machine_id,timestamp,temperature,vibration,pressure,current,voltage,energy_kwh,production_count,quality_score,operating_status,failure_risk,is_weekend,hour,temp_rolling_mean,vib_rolling_mean,temp_rate,vib_rate,energy_efficiency
M-013,2026-08-02 18:00:00,0.0,0.0,0.0,0.0,215.62,0.0,46,0.0,ERROR,0,1,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-03 08:00:00,0.0,0.0,0.0,0.0,215.81,0.0,92,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-03 10:00:00,0.0,0.0,0.0,0.0,219.27,0.0,92,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-03 12:00:00,0.0,0.0,0.0,0.0,215.73,0.0,92,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-03 14:00:00,0.0,0.0,0.0,0.0,212.61,0.0,92,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-03 16:00:00,0.0,0.0,0.0,0.0,214.51,0.0,92,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-03 18:00:00,0.0,0.0,0.0,0.0,217.84,0.0,92,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-04 08:00:00,0.0,0.0,0.0,0.0,213.15,0.0,92,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-04 10:00:00,0.0,0.0,0.0,0.0,215.87,0.0,92,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-04 12:00:00,0.0,0.0,0.0,0.0,213.81,0.0,92,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-04 14:00:00,0.0,0.0,0.0,0.0,221.2,0.0,92,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-04 16:00:00,0.0,0.0,0.0,0.0,215.1,0.0,92,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-04 18:00:00,0.0,0.0,0.0,0.0,216.74,0.0,92,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-05 08:00:00,0.0,0.0,0.0,0.0,215.63,0.0,92,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-05 10:00:00,0.0,0.0,0.0,0.0,214.68,0.0,92,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-05 12:00:00,0.0,0.0,0.0,0.0,217.66,0.0,92,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-05 14:00:00,0.0,0.0,0.0,0.0,216.2,0.0,92,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-05 16:00:00,0.0,0.0,0.0,0.0,214.9,0.0,92,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-05 18:00:00,0.0,0.0,0.0,0.0,214.64,0.0,92,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-06 08:00:00,0.0,0.0,0.0,0.0,217.13,0.0,92,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-06 10:00:00,0.0,0.0,0.0,0.0,214.29,0.0,92,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-06 12:00:00,0.0,0.0,0.0,0.0,215.32,0.0,92,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-06 14:00:00,0.0,0.0,0.0,0.0,214.73,0.0,92,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-06 16:00:00,0.0,0.0,0.0,0.0,212.66,0.0,92,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-06 18:00:00,0.0,0.0,0.0,0.0,214.72,0.0,92,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-07 08:00:00,0.0,0.0,0.0,0.0,215.47,0.0,92,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-07 10:00:00,0.0,0.0,0.0,0.0,217.7,0.0,92,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-07 12:00:00,0.0,0.0,0.0,0.0,213.13,0.0,92,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-07 14:00:00,0.0,0.0,0.0,0.0,214.04,0.0,92,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-07 16:00:00,0.0,0.0,0.0,0.0,217.11,0.0,92,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-07 18:00:00,0.0,0.0,0.0,0.0,213.25,0.0,92,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-08 08:00:00,0.0,0.0,0.0,0.0,213.93,0.0,46,0.0,ERROR,0,1,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-08 10:00:00,0.0,0.0,0.0,0.0,211.68,0.0,46,0.0,ERROR,0,1,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-08 12:00:00,0.0,0.0,0.0,0.0,217.08,0.0,46,0.0,ERROR,0,1,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-08 14:00:00,0.0,0.0,0.0,0.0,219.56,0.0,46,0.0,ERROR,0,1,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-08 16:00:00,0.0,0.0,0.0,0.0,216.85,0.0,46,0.0,ERROR,0,1,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-08 18:00:00,0.0,0.0,0.0,0.0,216.73,0.0,46,0.0,ERROR,0,1,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-09 08:00:00,0.0,0.0,0.0,0.0,213.68,0.0,46,0.0,ERROR,0,1,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-09 10:00:00,0.0,0.0,0.0,0.0,216.07,0.0,46,0.0,ERROR,0,1,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-09 12:00:00,0.0,0.0,0.0,0.0,213.38,0.0,46,0.0,ERROR,0,1,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-09 14:00:00,0.0,0.0,0.0,0.0,216.34,0.0,46,0.0,ERROR,0,1,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-09 16:00:00,0.0,0.0,0.0,0.0,216.52,0.0,46,0.0,ERROR,0,1,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-09 18:00:00,0.0,0.0,0.0,0.0,212.32,0.0,46,0.0,ERROR,0,1,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-10 08:00:00,0.0,0.0,0.0,0.0,215.4,0.0,92,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-10 10:00:00,0.0,0.0,0.0,0.0,211.68,0.0,92,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-10 12:00:00,0.0,0.0,0.0,0.0,215.62,0.0,92,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-10 14:00:00,0.0,0.0,0.0,0.0,213.44,0.0,92,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-10 16:00:00,0.0,0.0,0.0,0.0,214.46,0.0,92,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-10 18:00:00,0.0,0.0,0.0,0.0,213.65,0.0,92,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-11 08:00:00,0.0,0.0,0.0,0.0,215.86,0.0,92,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-11 10:00:00,0.0,0.0,0.0,0.0,217.97,0.0,92,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-11 12:00:00,0.0,0.0,0.0,0.0,215.13,0.0,92,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-11 14:00:00,0.0,0.0,0.0,0.0,215.11,0.0,92,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-11 16:00:00,0.0,0.0,0.0,0.0,217.68,0.0,92,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-11 18:00:00,0.0,0.0,0.0,0.0,214.73,0.0,92,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-12 08:00:00,0.0,0.0,0.0,0.0,212.3,0.0,92,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-12 10:00:00,0.0,0.0,0.0,0.0,214.08,0.0,92,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-12 12:00:00,0.0,0.0,0.0,0.0,214.79,0.0,92,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-12 14:00:00,0.0,0.0,0.0,0.0,214.32,0.0,92,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-12 16:00:00,0.0,0.0,0.0,0.0,220.66,0.0,92,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-12 18:00:00,0.0,0.0,0.0,0.0,215.4,0.0,92,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-13 08:00:00,0.0,0.0,0.0,0.0,218.75,0.0,92,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-13 10:00:00,0.0,0.0,0.0,0.0,216.99,0.0,92,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-13 12:00:00,0.0,0.0,0.0,0.0,214.14,0.0,92,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-13 14:00:00,0.0,0.0,0.0,0.0,214.57,0.0,92,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-13 16:00:00,0.0,0.0,0.0,0.0,215.42,0.0,92,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-13 18:00:00,0.0,0.0,0.0,0.0,213.73,0.0,92,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-14 08:00:00,0.0,0.0,0.0,0.0,213.72,0.0,92,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-14 10:00:00,0.0,0.0,0.0,0.0,216.15,0.0,92,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-14 12:00:00,0.0,0.0,0.0,0.0,214.07,0.0,92,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-14 14:00:00,0.0,0.0,0.0,0.0,212.31,0.0,92,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-14 16:00:00,0.0,0.0,0.0,0.0,212.77,0.0,92,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-14 18:00:00,0.0,0.0,0.0,0.0,218.37,0.0,92,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-15 08:00:00,0.0,0.0,0.0,0.0,218.85,0.0,46,0.0,ERROR,0,1,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-15 10:00:00,0.0,0.0,0.0,0.0,218.6,0.0,46,0.0,ERROR,0,1,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-15 12:00:00,0.0,0.0,0.0,0.0,212.7,0.0,46,0.0,ERROR,0,1,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-15 14:00:00,0.0,0.0,0.0,0.0,214.8,0.0,46,0.0,ERROR,0,1,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-15 16:00:00,0.0,0.0,0.0,0.0,213.32,0.0,46,0.0,ERROR,0,1,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-15 18:00:00,0.0,0.0,0.0,0.0,213.62,0.0,46,0.0,ERROR,0,1,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-16 08:00:00,0.0,0.0,0.0,0.0,214.2,0.0,46,0.0,ERROR,0,1,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-16 10:00:00,0.0,0.0,0.0,0.0,214.25,0.0,46,0.0,ERROR,0,1,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-16 12:00:00,0.0,0.0,0.0,0.0,215.49,0.0,46,0.0,ERROR,0,1,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-16 14:00:00,0.0,0.0,0.0,0.0,212.31,0.0,46,0.0,ERROR,0,1,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-16 16:00:00,0.0,0.0,0.0,0.0,217.8,0.0,46,0.0,ERROR,0,1,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-16 18:00:00,0.0,0.0,0.0,0.0,213.42,0.0,46,0.0,ERROR,0,1,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-17 08:00:00,0.0,0.0,0.0,0.0,214.18,0.0,92,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-17 10:00:00,0.0,0.0,0.0,0.0,217.3,0.0,92,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-17 12:00:00,0.0,0.0,0.0,0.0,214.78,0.0,92,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-17 14:00:00,0.0,0.0,0.0,0.0,215.08,0.0,92,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-17 16:00:00,0.0,0.0,0.0,0.0,217.33,0.0,92,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-17 18:00:00,0.0,0.0,0.0,0.0,217.4,0.0,92,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-18 08:00:00,0.0,0.0,0.0,0.0,213.6,0.0,92,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-18 10:00:00,0.0,0.0,0.0,0.0,215.53,0.0,92,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-18 12:00:00,0.0,0.0,0.0,0.0,214.31,0.0,92,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-18 14:00:00,0.0,0.0,0.0,0.0,214.85,0.0,92,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-18 16:00:00,0.0,0.0,0.0,0.0,214.33,0.0,92,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-18 18:00:00,0.0,0.0,0.0,0.0,215.09,0.0,92,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-19 08:00:00,0.0,0.0,0.0,0.0,212.85,0.0,92,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-19 10:00:00,0.0,0.0,0.0,0.0,211.95,0.0,92,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-19 12:00:00,0.0,0.0,0.0,0.0,220.6,0.0,92,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-19 14:00:00,0.0,0.0,0.0,0.0,214.28,0.0,92,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-19 16:00:00,0.0,0.0,0.0,0.0,216.98,0.0,92,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-19 18:00:00,0.0,0.0,0.0,0.0,213.72,0.0,92,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-20 08:00:00,0.0,0.0,0.0,0.0,214.64,0.0,91,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-20 10:00:00,0.0,0.0,0.0,0.0,211.34,0.0,91,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-20 12:00:00,0.0,0.0,0.0,0.0,214.9,0.0,91,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-20 14:00:00,0.0,0.0,0.0,0.0,218.8,0.0,91,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-20 16:00:00,0.0,0.0,0.0,0.0,212.32,0.0,91,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-20 18:00:00,0.0,0.0,0.0,0.0,217.18,0.0,91,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-21 08:00:00,0.0,0.0,0.0,0.0,217.65,0.0,91,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-21 10:00:00,0.0,0.0,0.0,0.0,213.46,0.0,91,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-21 12:00:00,0.0,0.0,0.0,0.0,212.41,0.0,91,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-21 14:00:00,0.0,0.0,0.0,0.0,214.38,0.0,91,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-21 16:00:00,0.0,0.0,0.0,0.0,212.62,0.0,91,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-21 18:00:00,0.0,0.0,0.0,0.0,215.71,0.0,91,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-22 08:00:00,0.0,0.0,0.0,0.0,217.57,0.0,45,0.0,ERROR,0,1,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-22 10:00:00,0.0,0.0,0.0,0.0,215.68,0.0,45,0.0,ERROR,0,1,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-22 12:00:00,0.0,0.0,0.0,0.0,212.46,0.0,45,0.0,ERROR,0,1,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-22 14:00:00,0.0,0.0,0.0,0.0,218.31,0.0,45,0.0,ERROR,0,1,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-22 16:00:00,0.0,0.0,0.0,0.0,218.96,0.0,45,0.0,ERROR,0,1,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-22 18:00:00,0.0,0.0,0.0,0.0,215.39,0.0,45,0.0,ERROR,0,1,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-23 08:00:00,0.0,0.0,0.0,0.0,216.57,0.0,45,0.0,ERROR,0,1,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-23 10:00:00,0.0,0.0,0.0,0.0,216.0,0.0,45,0.0,ERROR,0,1,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-23 12:00:00,0.0,0.0,0.0,0.0,213.66,0.0,45,0.0,ERROR,0,1,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-23 14:00:00,0.0,0.0,0.0,0.0,216.78,0.0,45,0.0,ERROR,0,1,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-23 16:00:00,0.0,0.0,0.0,0.0,213.72,0.0,45,0.0,ERROR,0,1,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-23 18:00:00,0.0,0.0,0.0,0.0,215.03,0.0,45,0.0,ERROR,0,1,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-24 08:00:00,0.0,0.0,0.0,0.0,220.29,0.0,91,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-24 10:00:00,0.0,0.0,0.0,0.0,212.36,0.0,91,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-24 12:00:00,0.0,0.0,0.0,0.0,213.9,0.0,91,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-24 14:00:00,0.0,0.0,0.0,0.0,213.89,0.0,91,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-24 16:00:00,0.0,0.0,0.0,0.0,214.86,0.0,91,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-24 18:00:00,0.0,0.0,0.0,0.0,217.56,0.0,91,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-25 08:00:00,0.0,0.0,0.0,0.0,215.2,0.0,91,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-25 10:00:00,0.0,0.0,0.0,0.0,215.55,0.0,91,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-25 12:00:00,0.0,0.0,0.0,0.0,212.44,0.0,91,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-25 14:00:00,0.0,0.0,0.0,0.0,218.83,0.0,91,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-25 16:00:00,0.0,0.0,0.0,0.0,213.46,0.0,91,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-25 18:00:00,0.0,0.0,0.0,0.0,215.59,0.0,91,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-26 08:00:00,0.0,0.0,0.0,0.0,218.93,0.0,91,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-26 10:00:00,0.0,0.0,0.0,0.0,218.68,0.0,91,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-26 12:00:00,0.0,0.0,0.0,0.0,215.93,0.0,91,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-26 14:00:00,0.0,0.0,0.0,0.0,215.17,0.0,91,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-26 16:00:00,0.0,0.0,0.0,0.0,212.86,0.0,91,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-26 18:00:00,0.0,0.0,0.0,0.0,215.05,0.0,91,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-27 08:00:00,0.0,0.0,0.0,0.0,216.27,0.0,91,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-27 10:00:00,0.0,0.0,0.0,0.0,211.41,0.0,91,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-27 12:00:00,0.0,0.0,0.0,0.0,215.01,0.0,91,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-27 14:00:00,0.0,0.0,0.0,0.0,214.37,0.0,91,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-27 16:00:00,0.0,0.0,0.0,0.0,216.59,0.0,91,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-27 18:00:00,0.0,0.0,0.0,0.0,213.41,0.0,91,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-28 08:00:00,0.0,0.0,0.0,0.0,214.87,0.0,91,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-28 10:00:00,0.0,0.0,0.0,0.0,214.61,0.0,91,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-28 12:00:00,0.0,0.0,0.0,0.0,215.99,0.0,91,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-28 14:00:00,0.0,0.0,0.0,0.0,213.3,0.0,91,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-28 16:00:00,0.0,0.0,0.0,0.0,213.46,0.0,91,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-013,2026-08-28 18:00:00,0.0,0.0,0.0,0.0,217.09,0.0,91,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-014,2026-05-31 08:00:00,264.59,5.32,8.99,5.8,216.72,27.46,49,0.9787,IDLE,0,1,8,264.59,5.32,0.0,0.0,1.7844
M-014,2026-05-31 10:00:00,246.85,4.96,8.39,5.41,223.91,27.46,49,0.9948,IDLE,0,1,10,255.72,5.14,-17.74,-0.36,1.7844
M-014,2026-05-31 12:00:00,268.04,5.39,9.11,5.87,222.81,27.46,49,0.9731,IDLE,0,1,12,259.8267,5.2233,21.19,0.43,1.7844
M-014,2026-05-31 14:00:00,265.81,5.34,9.03,5.82,217.67,27.46,49,0.9645,IDLE,0,1,14,261.3225,5.2525,-2.23,-0.05,1.7844
M-014,2026-05-31 16:00:00,255.27,5.13,8.67,5.59,221.89,27.46,49,0.9856,IDLE,0,1,16,260.112,5.228,-10.54,-0.21,1.7844
M-014,2026-05-31 18:00:00,240.5,4.83,8.17,5.27,217.29,27.46,49,0.9751,IDLE,0,1,18,256.8433,5.1617,-14.77,-0.3,1.7844
M-014,2026-06-01 08:00:00,491.15,9.88,16.67,10.76,222.07,54.93,99,0.9691,RUNNING,0,0,8,294.6033,5.9217,250.65,5.05,1.8023
M-014,2026-06-01 10:00:00,563.48,11.33,19.13,12.35,221.52,54.93,99,0.9778,RUNNING,0,0,10,347.375,6.9833,72.33,1.45,1.8023
M-014,2026-06-01 12:00:00,484.2,9.74,16.44,10.61,217.8,54.93,99,0.976,RUNNING,0,0,12,383.4017,7.7083,-79.28,-1.59,1.8023
M-014,2026-06-01 14:00:00,498.78,10.03,16.93,10.93,216.89,54.93,99,0.993,RUNNING,0,0,14,422.23,8.49,14.58,0.29,1.8023
M-014,2026-06-01 16:00:00,485.28,9.76,16.47,10.63,221.49,54.93,99,0.9837,RUNNING,0,0,16,460.565,9.2617,-13.5,-0.27,1.8023
M-014,2026-06-01 18:00:00,472.11,9.5,16.03,10.35,219.87,54.93,99,0.9652,RUNNING,0,0,18,499.1667,10.04,-13.17,-0.26,1.8023
M-014,2026-06-02 08:00:00,524.46,10.55,17.79,11.49,220.85,54.95,99,0.9781,RUNNING,0,0,8,504.7183,10.1517,52.35,1.05,1.8016
M-014,2026-06-02 10:00:00,492.98,9.92,16.72,10.8,223.32,54.95,99,0.9751,RUNNING,0,0,10,492.9683,9.9167,-31.48,-0.63,1.8016
M-014,2026-06-02 12:00:00,476.13,9.58,16.15,10.43,218.63,54.95,99,0.9588,RUNNING,0,0,12,491.6233,9.89,-16.85,-0.34,1.8016
M-014,2026-06-02 14:00:00,497.23,10.01,16.87,10.9,218.71,54.95,99,0.9858,RUNNING,0,0,14,491.365,9.8867,21.1,0.43,1.8016
M-014,2026-06-02 16:00:00,528.68,10.64,17.94,11.59,221.19,54.95,99,0.9883,RUNNING,0,0,16,498.5983,10.0333,31.45,0.63,1.8016
M-014,2026-06-02 18:00:00,483.79,9.74,16.41,10.6,221.42,54.95,99,0.9645,RUNNING,0,0,18,500.545,10.0733,-44.89,-0.9,1.8016
M-014,2026-06-03 08:00:00,502.17,10.11,17.02,11.0,221.47,54.97,99,0.9732,RUNNING,0,0,8,496.83,10.0,18.38,0.37,1.801
